restaurant_id,number_of_items,cuisine_type,order_hour,day_of_week,restaurant_load,historical_avg_prep_time,food_preparation_time
1019,2,Fast Food,23,Sun,Medium,24,27.3
1029,8,South Indian,12,Wed,High,30,55.0
1074,8,Fast Food,10,Sat,High,19,36.2
1060,5,Chinese,11,Thu,High,21,38.5
1018,8,South Indian,13,Wed,Medium,17,37.7
1092,6,South Indian,17,Thu,High,30,46.6
1035,5,Chinese,8,Thu,Medium,30,38.9
1043,1,Chinese,14,Tue,Medium,12,22.9
1095,6,Indian,15,Tue,Low,16,28.6
1091,7,Italian,14,Fri,High,27,60.3
1011,8,South Indian,14,Fri,High,12,46.9
1049,1,South Indian,16,Thu,Low,24,21.6
1038,3,Chinese,20,Sat,Low,11,18.7
1064,2,Chinese,11,Fri,High,24,33.0
1069,8,Italian,21,Tue,Medium,22,46.2
1008,4,Chinese,23,Fri,High,29,48.6
1034,1,Fast Food,14,Thu,Low,19,19.4
1048,4,Fast Food,16,Sun,Low,17,23.9
1056,8,Fast Food,22,Wed,Medium,25,36.0
1076,4,Fast Food,12,Sat,Low,25,28.7
1065,8,Italian,9,Sat,Low,11,29.9
1031,2,South Indian,22,Mon,Low,18,20.6
1004,3,Fast Food,12,Fri,Low,17,17.3
1050,2,Chinese,11,Sat,Low,20,23.4
1069,6,Fast Food,15,Sun,High,10,31.5
1030,1,Italian,23,Sun,Low,30,39.5
1088,4,Chinese,22,Tue,Medium,20,34.9
1059,2,Fast Food,12,Wed,High,27,32.6
1067,8,South Indian,16,Tue,Medium,30,47.8
1075,2,Chinese,16,Fri,Medium,24,30.0
1045,2,Chinese,10,Thu,Medium,18,22.7
1004,1,South Indian,20,Sun,High,18,36.7
1026,3,Chinese,17,Sun,High,10,21.0
1027,7,Fast Food,22,Mon,Medium,16,30.1
1046,2,Chinese,13,Mon,High,21,35.1
1064,1,Fast Food,13,Sun,Medium,19,26.9
1091,4,South Indian,11,Wed,Low,28,27.4
1051,8,Indian,18,Sat,High,25,58.8
1050,6,South Indian,20,Sat,Medium,15,38.8
1006,7,Fast Food,17,Sun,High,20,39.9
1059,5,Italian,10,Sat,Low,28,38.9
1015,7,South Indian,8,Mon,Medium,28,40.4
1030,8,Italian,19,Thu,High,27,55.8
1042,7,Italian,14,Sat,Low,24,46.5
1037,8,Fast Food,22,Tue,High,25,42.7
1042,1,Fast Food,22,Sun,High,23,33.4
1035,5,Indian,12,Sat,High,17,45.6
1087,2,Chinese,21,Thu,Medium,17,26.4
1006,2,South Indian,17,Sun,Medium,11,21.3
1068,7,Fast Food,22,Wed,High,15,36.8
1018,1,South Indian,14,Wed,High,22,35.9
1073,5,Italian,8,Mon,Medium,22,35.6
1029,2,Chinese,15,Thu,High,30,44.0
1077,4,Indian,10,Tue,Medium,21,36.2
1059,3,South Indian,14,Thu,High,11,32.5
1047,3,Chinese,19,Tue,Low,30,40.7
1017,2,Indian,10,Tue,Low,29,32.2
1096,5,South Indian,21,Thu,Medium,21,39.7
1022,6,Chinese,10,Sun,Medium,26,40.9
1068,2,Fast Food,17,Fri,High,15,23.6
1069,6,South Indian,16,Thu,Low,16,26.0
1037,6,Chinese,20,Sun,High,15,43.0
1049,8,Indian,9,Tue,Medium,30,50.2
1013,8,Chinese,21,Sun,Medium,13,42.4
1034,5,Fast Food,11,Sun,Low,30,38.9
1086,6,South Indian,13,Sat,Medium,18,41.9
1053,4,South Indian,21,Wed,Low,14,23.8
1087,5,South Indian,10,Wed,Low,19,22.1
1051,2,Fast Food,19,Mon,Medium,24,30.4
1003,7,Indian,17,Wed,Low,17,32.9
1042,4,South Indian,21,Fri,Low,13,24.3
1098,1,Indian,17,Tue,High,14,25.5
1032,3,Chinese,14,Thu,Low,16,27.1
1051,2,Indian,14,Thu,Medium,15,28.8
1085,2,Indian,22,Fri,Low,22,27.7
1046,2,South Indian,12,Wed,Medium,28,28.6
1021,4,Italian,10,Tue,Medium,19,33.5
1044,1,Italian,9,Wed,Low,24,28.6
1011,7,Fast Food,22,Sun,High,12,37.9
1068,5,Fast Food,22,Mon,High,27,37.9
1001,8,Italian,11,Wed,Low,23,36.9
1092,1,Chinese,21,Mon,High,12,28.3
1063,4,South Indian,22,Thu,Low,20,26.1
1024,2,South Indian,20,Tue,Low,19,31.3
1099,3,Chinese,11,Sat,Low,26,33.2
1013,2,Chinese,18,Sun,Medium,22,32.1
1098,5,Italian,15,Mon,Medium,11,23.3
1011,6,Fast Food,15,Wed,Medium,22,36.4
1100,3,Chinese,20,Sun,High,28,51.9
1051,2,Fast Food,12,Wed,Medium,14,21.3
1017,7,Indian,20,Sun,Medium,25,60.3
1099,3,South Indian,13,Thu,Medium,19,30.1
1082,6,Italian,15,Fri,High,21,45.0
1086,8,South Indian,22,Sun,Low,29,44.6
1024,1,Italian,8,Sat,Medium,22,29.7
1019,4,Indian,12,Fri,Medium,30,38.8
1037,8,South Indian,11,Wed,Medium,25,48.8
1085,2,Indian,23,Fri,Medium,30,42.6
1008,5,Italian,11,Sun,Medium,10,26.3
1028,1,Chinese,18,Sat,Medium,18,28.7
1005,8,South Indian,9,Sat,Medium,25,40.0
1017,2,Indian,17,Tue,Medium,28,37.3
1036,1,South Indian,8,Fri,Low,24,22.5
1019,8,South Indian,21,Tue,Medium,27,53.7
1064,5,South Indian,22,Wed,Medium,21,37.5
1091,2,Fast Food,13,Wed,Medium,23,33.3
1098,6,Indian,14,Wed,High,12,41.6
1011,6,Indian,12,Thu,Medium,13,27.9
1054,5,South Indian,23,Fri,Low,15,25.2
1045,3,Chinese,22,Mon,Medium,25,30.3
1047,5,South Indian,15,Sat,High,22,37.5
1012,3,Fast Food,16,Mon,High,21,30.1
1021,2,Italian,18,Wed,Medium,21,31.2
1011,8,Fast Food,18,Sun,Low,11,25.2
1092,3,Chinese,9,Sun,Medium,22,30.6
1005,2,South Indian,18,Fri,Medium,12,13.9
1081,2,Indian,20,Sun,High,22,43.2
1056,7,South Indian,11,Tue,Medium,11,24.0
1020,4,Chinese,18,Mon,Medium,28,41.0
1041,2,Indian,16,Sun,Medium,18,27.6
1046,3,Fast Food,12,Wed,Medium,29,39.2
1012,4,Italian,10,Mon,High,10,28.3
1070,4,Italian,13,Mon,Medium,22,38.8
1017,2,South Indian,22,Sat,High,11,22.2
1019,5,Fast Food,10,Mon,Medium,24,28.0
1026,5,Chinese,21,Wed,Low,28,41.0
1048,6,Italian,12,Sat,Medium,25,42.1
1052,4,Fast Food,10,Wed,Low,20,17.0
1096,2,South Indian,13,Thu,Low,24,35.7
1070,7,Indian,19,Sun,Medium,15,38.3
1055,5,South Indian,23,Thu,Medium,23,36.1
1100,7,South Indian,17,Sun,Medium,15,34.9
1075,2,Fast Food,12,Thu,Low,28,21.7
1033,2,Italian,21,Mon,Medium,14,26.4
1062,8,Fast Food,16,Fri,Medium,20,29.2
1088,4,Indian,23,Wed,High,13,32.4
1023,8,Fast Food,10,Thu,Medium,18,31.6
1015,7,Chinese,13,Fri,Medium,18,39.4
1027,8,South Indian,15,Thu,Low,26,36.9
1075,6,Italian,14,Sun,High,17,49.3
1064,4,Indian,23,Thu,Medium,24,36.1
1081,1,South Indian,13,Fri,High,18,28.4
1051,8,Fast Food,21,Thu,Low,14,25.6
1053,7,Chinese,22,Mon,Medium,13,23.6
1078,5,Fast Food,9,Mon,Medium,29,35.0
1091,5,South Indian,23,Sat,Low,27,35.3
1082,5,Indian,22,Mon,Medium,18,35.1
1092,3,Italian,14,Tue,High,30,52.1
1051,2,South Indian,15,Sat,Medium,12,22.2
1047,4,Indian,8,Thu,High,18,39.0
1004,5,South Indian,22,Tue,Low,18,22.5
1007,1,Chinese,16,Wed,Medium,30,36.8
1035,5,Fast Food,11,Fri,Medium,13,16.7
1048,6,Italian,15,Wed,Medium,30,44.4
1073,2,Indian,22,Tue,High,16,31.6
1072,7,Italian,17,Mon,Low,16,28.0
1045,2,Italian,14,Sun,High,17,43.5
1081,8,Italian,21,Thu,Medium,30,53.4
1081,7,Indian,20,Sat,Low,10,35.0
1097,7,Indian,17,Sun,High,18,43.8
1096,8,Italian,14,Sun,Medium,21,48.8
1072,4,Fast Food,9,Thu,High,15,25.1
1019,8,South Indian,23,Mon,Medium,22,39.9
1063,3,Italian,8,Thu,High,14,34.6
1038,7,Chinese,11,Fri,Medium,30,51.2
1067,7,Italian,19,Sun,Low,28,48.1
1059,8,Indian,23,Fri,Medium,10,29.7
1069,4,South Indian,23,Fri,Low,27,33.4
1013,5,Chinese,9,Wed,Medium,17,31.9
1047,6,South Indian,15,Mon,Low,17,32.4
1061,1,South Indian,17,Fri,Low,24,28.7
1031,4,Chinese,23,Tue,Low,28,34.4
1080,3,Italian,14,Fri,Medium,19,35.6
1096,4,Italian,15,Sat,Medium,25,40.9
1022,2,Italian,18,Wed,Medium,20,26.8
1093,5,Fast Food,13,Tue,Low,21,33.0
1086,5,Italian,8,Sun,Medium,25,34.5
1043,7,Chinese,21,Mon,Medium,25,49.6
1067,5,Fast Food,20,Mon,Medium,29,43.2
1054,5,Italian,20,Sat,High,12,33.6
1010,8,Fast Food,19,Sun,Medium,18,36.3
1042,5,Chinese,16,Fri,Medium,17,23.8
1064,5,Italian,13,Tue,Low,19,39.1
1021,1,Indian,19,Sat,Low,22,30.8
1080,3,Chinese,20,Tue,High,27,49.1
1076,7,South Indian,17,Fri,High,22,45.4
1066,8,South Indian,8,Sun,Low,22,38.0
1041,5,Chinese,8,Fri,Medium,24,35.0
1024,7,South Indian,23,Thu,Medium,22,39.1
1035,3,Chinese,15,Thu,Medium,25,35.0
1056,8,Indian,13,Fri,High,17,50.2
1030,6,Chinese,15,Wed,Low,28,35.3
1057,5,Italian,15,Sat,Medium,19,39.1
1094,7,Italian,22,Thu,Low,21,38.6
1047,4,Fast Food,18,Fri,Medium,23,28.4
1035,8,South Indian,21,Tue,Low,15,30.5
1019,8,South Indian,15,Sat,High,30,54.0
1008,7,Chinese,17,Sun,Medium,18,35.7
1026,5,South Indian,22,Thu,High,16,32.5
1071,2,Italian,14,Sun,Low,15,25.4
1030,1,Indian,14,Wed,Low,10,20.2
1007,4,Chinese,17,Sat,Low,30,42.1
1067,4,South Indian,11,Sat,Medium,23,35.1
1065,2,Italian,16,Mon,High,15,22.7
1036,5,Fast Food,19,Tue,Medium,21,35.3
1025,8,South Indian,9,Wed,Low,26,35.0
1037,8,Indian,18,Wed,Low,14,31.1
1001,1,Indian,16,Sun,Low,20,27.0
1015,4,South Indian,17,Wed,High,14,28.2
1037,1,South Indian,10,Tue,Medium,21,27.7
1013,4,Italian,21,Wed,Medium,12,30.3
1008,5,South Indian,20,Mon,Medium,18,36.2
1005,6,Fast Food,22,Thu,Low,15,23.3
1060,4,Italian,23,Tue,Low,11,18.0
1073,6,Chinese,9,Wed,High,11,29.5
1001,4,Fast Food,20,Fri,Medium,21,35.4
1036,8,Italian,11,Thu,Medium,17,38.3
1035,3,Italian,12,Sun,Low,11,19.0
1066,5,Indian,9,Sat,Low,18,26.0
1063,2,Italian,20,Tue,Low,25,35.8
1023,6,Fast Food,22,Fri,Low,24,31.3
1009,2,South Indian,8,Sat,Low,23,25.0
1034,5,Fast Food,17,Fri,Medium,29,34.5
1046,7,Chinese,18,Wed,Low,13,24.4
1078,2,Italian,12,Tue,Low,13,19.0
1004,5,Italian,16,Sun,High,20,49.5
1030,8,Italian,22,Wed,Medium,30,52.8
1095,2,Italian,19,Sat,High,27,44.1
1075,6,Indian,19,Sun,Medium,14,37.5
1099,3,Indian,22,Mon,Medium,11,22.1
1072,2,South Indian,12,Fri,Low,24,28.1
1003,6,Italian,19,Mon,Medium,20,38.4
1014,4,Chinese,18,Sat,Low,26,38.0
1060,5,South Indian,17,Wed,Low,25,31.5
1077,1,Italian,16,Sun,High,24,40.5
1045,7,Indian,21,Sun,Medium,12,38.8
1096,8,Chinese,20,Sun,High,29,66.5
1034,1,South Indian,19,Thu,Medium,24,36.7
1045,8,Chinese,17,Fri,Medium,28,50.3
1061,5,Italian,13,Thu,Medium,22,37.8
1083,8,Fast Food,10,Tue,Medium,25,36.8
1016,3,Chinese,11,Fri,Medium,21,31.4
1066,2,Chinese,11,Mon,High,26,34.9
1040,3,Indian,8,Thu,Low,25,35.5
1017,1,Italian,10,Sat,Medium,18,28.2
1034,7,Chinese,10,Tue,Medium,15,34.9
1016,6,Italian,20,Fri,Low,28,46.2
1060,7,Indian,21,Sun,Medium,22,48.7
1066,5,Italian,8,Sat,Medium,30,46.6
1066,5,Indian,20,Tue,Low,17,30.7
1090,3,Indian,16,Mon,Low,21,25.9
1013,6,South Indian,18,Sun,Medium,18,37.5
1056,3,Italian,8,Sat,Medium,13,28.4
1031,2,Fast Food,16,Fri,Medium,22,28.3
1034,4,South Indian,8,Tue,Low,11,15.6
1039,6,Indian,23,Wed,Low,12,28.2
1067,4,Fast Food,9,Fri,High,14,24.7
1008,7,Chinese,9,Fri,High,27,50.3
1087,2,Chinese,21,Sun,Medium,30,49.5
1078,8,South Indian,13,Fri,High,23,56.6
1055,8,Fast Food,14,Sun,Medium,11,35.6
1027,4,Italian,18,Fri,Low,24,32.8
1093,1,Fast Food,8,Wed,Low,17,15.5
1053,7,South Indian,10,Sat,High,25,52.3
1039,4,Italian,9,Sat,Medium,12,29.3
1065,2,Italian,15,Sat,High,29,44.4
1017,4,Chinese,16,Mon,High,29,47.0
1030,5,Fast Food,20,Wed,Medium,14,30.9
1053,3,Italian,9,Wed,Low,13,24.8
1013,1,South Indian,9,Tue,Low,21,22.0
1021,5,Chinese,17,Thu,Low,28,33.6
1019,5,Italian,22,Sat,Low,24,31.7
1053,2,Fast Food,16,Thu,Medium,22,27.0
1019,3,Chinese,21,Tue,Low,14,19.8
1057,3,Fast Food,11,Wed,Low,21,22.4
1025,6,Fast Food,12,Tue,Medium,28,41.0
1086,7,Fast Food,20,Fri,Medium,11,27.1
1031,1,Chinese,18,Tue,Medium,16,17.3
1081,7,Italian,16,Tue,Medium,14,27.8
1055,2,Indian,13,Sun,Medium,29,43.8
1023,1,Italian,17,Fri,High,20,31.4
1032,6,Chinese,19,Sun,Low,27,49.4
1062,4,Indian,16,Thu,Low,27,36.2
1074,5,Indian,16,Fri,High,16,42.5
1010,1,Indian,14,Mon,Medium,19,34.9
1100,7,South Indian,21,Tue,High,29,55.5
1072,5,Chinese,19,Tue,Low,23,36.8
1054,2,South Indian,17,Sun,High,29,42.1
1052,7,Indian,16,Thu,High,29,53.0
1020,4,South Indian,12,Sun,Medium,20,34.8
1032,2,South Indian,23,Wed,Low,11,14.6
1014,8,Chinese,12,Fri,High,22,43.9
1050,4,Fast Food,19,Wed,High,22,35.1
1028,4,South Indian,15,Mon,High,18,38.8
1053,5,South Indian,17,Fri,Low,26,35.9
1024,2,Indian,11,Mon,High,24,39.7
1079,2,Indian,16,Mon,Low,30,37.1
1022,1,Indian,14,Mon,Low,25,37.1
1030,7,Italian,14,Sat,Medium,19,43.2
1063,8,South Indian,20,Fri,Low,29,47.0
1004,2,Indian,22,Fri,Medium,21,28.3
1077,1,Chinese,10,Sat,Medium,14,22.8
1059,8,Italian,11,Thu,Low,29,42.4
1087,3,Fast Food,14,Sat,Medium,26,35.4
1008,3,South Indian,18,Tue,High,19,27.5
1082,8,South Indian,18,Wed,Low,15,33.4
1012,3,Chinese,21,Wed,Medium,30,43.4
1031,6,Fast Food,12,Mon,Medium,29,40.3
1078,2,Fast Food,19,Fri,Medium,15,22.9
1034,6,Italian,10,Fri,Low,21,34.3
1082,7,South Indian,8,Mon,Medium,30,39.6
1098,2,Indian,14,Tue,Low,28,37.2
1075,1,Chinese,13,Wed,High,11,30.3
1076,6,Chinese,17,Sat,Medium,22,45.6
1049,6,Chinese,22,Thu,Medium,29,42.7
1079,7,Chinese,14,Sun,Medium,20,43.9
1057,6,Indian,22,Tue,Medium,24,44.0
1095,4,Indian,21,Fri,Medium,22,41.5
1093,1,Italian,9,Sun,Medium,12,21.9
1026,3,South Indian,20,Mon,Medium,23,36.2
1018,1,Indian,19,Wed,Low,17,24.1
1096,4,Italian,11,Sun,Low,18,27.4
1086,7,Fast Food,9,Mon,Medium,24,36.0
1038,7,South Indian,15,Fri,High,27,48.5
1081,2,Indian,14,Mon,Low,17,28.7
1087,1,Fast Food,8,Sat,Low,20,17.7
1088,8,Italian,9,Sun,Low,14,36.4
1050,8,Indian,9,Sun,High,24,47.5
1008,7,Indian,11,Wed,High,24,49.2
1041,6,Fast Food,10,Mon,Medium,16,24.2
1006,7,Indian,8,Wed,High,30,51.0
1069,7,Chinese,19,Sun,Medium,27,50.6
1044,7,Indian,21,Mon,High,21,44.8
1064,7,South Indian,9,Mon,Low,21,33.7
1029,8,Fast Food,23,Wed,Low,13,27.2
1028,8,South Indian,18,Sat,Medium,20,38.5
1011,3,Italian,16,Mon,Medium,30,47.5
1065,3,South Indian,20,Sat,Medium,15,28.8
1019,2,Chinese,8,Tue,Medium,30,36.3
1009,7,Chinese,16,Thu,Medium,19,39.7
1027,8,South Indian,14,Tue,Low,24,38.8
1034,1,Italian,9,Thu,Low,10,12.1
1044,4,Indian,9,Tue,High,26,49.4
1068,2,Chinese,12,Thu,High,12,21.1
1100,8,South Indian,20,Mon,High,20,49.2
1082,1,South Indian,12,Wed,Medium,27,33.3
1015,7,South Indian,11,Wed,Medium,19,28.8
1051,5,Indian,19,Fri,Medium,30,48.2
1013,7,Fast Food,17,Thu,Low,18,32.7
1083,3,Italian,17,Fri,Low,16,23.1
1049,4,Fast Food,20,Sat,Low,20,31.4
1070,8,Italian,19,Sat,High,17,50.1
1056,8,Italian,10,Fri,Low,11,32.5
1076,6,South Indian,11,Thu,High,14,29.9
1051,4,Chinese,17,Wed,Medium,18,27.2
1037,6,South Indian,11,Thu,Medium,10,23.5
1017,4,Indian,9,Sat,Low,26,39.9
1058,3,Italian,12,Mon,Low,19,25.9
1087,6,Chinese,22,Fri,High,17,37.3
1090,1,Italian,12,Fri,Low,27,28.1
1029,6,Italian,12,Sat,Low,19,35.6
1033,2,South Indian,18,Thu,Low,18,14.9
1060,1,Chinese,22,Fri,Low,13,13.2
1091,2,Chinese,18,Wed,Low,11,12.1
1089,7,Italian,17,Fri,Medium,28,42.3
1055,4,Chinese,8,Thu,Medium,19,24.9
1010,1,Chinese,13,Sat,Medium,26,40.5
1047,4,South Indian,18,Wed,Low,12,19.5
1023,7,Fast Food,9,Wed,High,30,47.9
1085,5,Indian,14,Fri,High,28,55.8
1021,8,Fast Food,11,Thu,Low,28,40.7
1013,4,Chinese,22,Fri,Medium,28,33.1
1033,7,Italian,12,Sun,Low,28,46.5
1024,4,Indian,12,Mon,High,24,42.7
1011,7,Indian,12,Sat,Medium,27,49.1
1017,2,Italian,9,Sun,High,26,42.2
1068,7,Indian,12,Mon,Low,19,31.9
1047,6,Italian,10,Wed,Medium,23,40.4
1025,5,Indian,11,Fri,Low,28,36.1
1094,4,Fast Food,20,Mon,Medium,27,41.5
1073,7,Indian,9,Tue,Medium,20,37.1
1021,7,South Indian,11,Mon,Low,20,25.5
1084,4,Italian,20,Fri,Medium,21,38.5
1083,8,Indian,16,Fri,Medium,17,33.9
1083,5,Italian,15,Sat,High,25,43.4
1012,5,South Indian,20,Mon,Low,17,32.1
1037,7,Indian,21,Fri,High,23,54.4
1042,1,Indian,22,Fri,High,27,39.5
1017,2,South Indian,18,Sun,High,30,38.6
1048,5,South Indian,19,Sat,High,13,39.6
1028,5,South Indian,10,Sun,High,26,45.0
1041,3,Italian,8,Sat,Medium,22,39.5
1099,6,South Indian,8,Sat,Low,14,32.7
1047,5,Italian,13,Sun,Medium,12,29.5
1018,2,Fast Food,10,Sat,Medium,18,31.0
1078,6,Indian,11,Tue,High,29,46.1
1099,6,Indian,8,Wed,Medium,27,42.2
1071,4,Chinese,15,Fri,Low,29,39.3
1013,4,Fast Food,8,Thu,Medium,28,32.0
1082,4,South Indian,12,Sat,High,28,43.8
1013,4,South Indian,13,Wed,Low,30,36.1
1100,3,Fast Food,22,Sat,Medium,25,28.4
1031,5,South Indian,9,Wed,Medium,10,19.6
1002,4,Chinese,14,Thu,Low,14,28.5
1016,7,Italian,23,Mon,Low,24,42.6
1009,1,Indian,14,Tue,Medium,21,31.5
1073,4,Fast Food,23,Fri,High,10,20.0
1038,5,Indian,8,Mon,Low,23,31.0
1075,4,Italian,11,Sun,Medium,27,37.6
1054,3,Fast Food,19,Thu,High,27,36.8
1056,2,Italian,20,Tue,High,15,29.8
1086,2,South Indian,23,Tue,High,10,21.4
1097,5,South Indian,11,Tue,Medium,26,36.1
1100,7,South Indian,12,Thu,High,27,46.5
1087,2,Italian,8,Sat,Low,24,32.8
1045,8,Italian,8,Sat,Medium,21,43.1
1034,2,Italian,14,Sun,Medium,22,35.1
1009,1,Indian,16,Sat,Low,29,38.7
1088,5,Italian,8,Mon,Medium,11,18.9
1008,7,South Indian,23,Fri,Low,13,22.3
1007,5,Chinese,9,Tue,High,12,35.2
1036,2,Italian,13,Sun,Medium,28,45.6
1018,2,Chinese,22,Sun,Medium,17,22.2
1003,2,South Indian,22,Tue,Low,21,18.9
1028,6,Italian,13,Mon,Low,21,36.8
1070,3,Indian,9,Sat,High,19,36.9
1044,4,Indian,16,Tue,High,10,30.3
1021,8,Chinese,11,Tue,High,14,40.8
1028,3,Indian,20,Thu,Low,29,39.9
1054,5,Indian,14,Wed,Low,20,35.7
1054,8,Indian,13,Sun,Medium,18,43.3
1065,1,South Indian,18,Mon,Medium,23,27.3
1100,4,Indian,20,Mon,Low,12,23.1
1021,1,Fast Food,18,Sat,Medium,14,17.9
1099,7,Italian,10,Mon,Medium,30,45.7
1013,6,Indian,15,Sat,Low,18,35.7
1057,5,Indian,14,Thu,Medium,27,50.1
1049,6,Indian,16,Thu,Medium,15,35.7
1054,5,Fast Food,23,Fri,Medium,30,38.1
1010,1,Indian,10,Sat,Medium,16,28.6
1053,1,Indian,8,Sun,Medium,25,34.3
1044,1,Italian,9,Thu,Low,17,17.3
1047,5,Fast Food,19,Sat,High,19,35.9
1053,2,Fast Food,18,Sun,High,14,25.7
1074,1,Indian,22,Sun,Medium,20,24.6
1046,6,Fast Food,19,Mon,Low,30,43.4
1013,7,Chinese,8,Fri,Medium,22,37.5
1037,4,Fast Food,18,Wed,Medium,29,34.3
1024,5,Fast Food,12,Tue,High,11,26.0
1002,8,Fast Food,23,Tue,High,23,35.9
1086,6,South Indian,22,Fri,High,18,36.1
1081,3,South Indian,17,Sat,Low,19,31.1
1100,7,South Indian,21,Sat,High,19,46.7
1014,3,Fast Food,9,Sat,Medium,19,22.4
1010,4,Chinese,23,Wed,High,28,43.2
1035,2,Fast Food,10,Sun,Medium,20,29.5
1025,1,Indian,15,Tue,Medium,20,25.5
1003,5,Chinese,22,Fri,Medium,12,20.4
1017,6,South Indian,17,Sat,Low,28,39.4
1012,8,Italian,21,Thu,Medium,10,30.2
1054,1,Chinese,12,Mon,High,21,25.0
1024,6,South Indian,11,Wed,Low,24,36.1
1029,5,Chinese,23,Sat,Low,23,38.1
1043,3,Chinese,12,Tue,Low,12,18.7
1025,1,Fast Food,17,Mon,Medium,29,32.5
1100,4,Indian,13,Fri,High,22,44.0
1060,2,Italian,19,Sat,Low,27,43.7
1090,4,South Indian,14,Tue,Low,25,34.3
1065,2,Chinese,21,Mon,High,15,32.6
1084,7,Italian,20,Thu,High,19,44.1
1028,6,Chinese,16,Wed,Low,26,32.6
1016,1,Indian,8,Fri,High,26,36.9
1047,1,Italian,11,Tue,Medium,17,30.5
1081,7,South Indian,23,Sun,High,13,41.2
1092,2,Chinese,19,Thu,Medium,24,38.9
1058,3,Indian,19,Wed,High,10,30.1
1076,5,Italian,16,Wed,Low,16,24.6
1027,4,Chinese,12,Sun,Low,19,34.3
1053,7,Chinese,15,Thu,Medium,16,32.7
1042,8,South Indian,19,Tue,Medium,10,34.8
1059,8,Indian,8,Wed,High,26,49.7
1047,6,Fast Food,11,Fri,Medium,21,29.9
1094,7,Chinese,19,Mon,Low,26,45.9
1034,4,Italian,23,Fri,Medium,24,34.0
1037,4,South Indian,23,Sat,Medium,25,39.2
1006,6,South Indian,21,Wed,High,23,44.7
1007,6,Chinese,19,Mon,Medium,12,33.3
1096,1,Chinese,16,Thu,Medium,28,31.6
1096,4,Chinese,20,Mon,Medium,21,42.5
1025,5,Fast Food,8,Mon,High,28,40.8
1033,8,Chinese,8,Sun,Medium,27,50.7
1055,5,Indian,11,Mon,Low,23,33.9
1058,2,Italian,21,Wed,High,29,46.1
1007,7,Chinese,10,Sun,Medium,18,39.3
1057,6,Fast Food,14,Sun,Medium,12,33.3
1012,1,Italian,18,Sat,High,21,31.5
1016,5,South Indian,10,Sat,High,29,49.4
1080,3,Chinese,8,Sun,High,26,43.1
1043,8,Italian,19,Sun,High,14,47.0
1100,1,South Indian,23,Tue,Low,17,21.9
1077,1,Fast Food,22,Sat,Medium,28,34.2
1007,5,Indian,18,Wed,Medium,13,31.5
1100,3,Chinese,17,Tue,Medium,24,34.2
1051,2,Indian,9,Thu,High,28,41.3
1073,5,Fast Food,17,Thu,High,24,29.7
1032,3,Italian,20,Thu,Medium,23,42.6
1075,1,Italian,11,Thu,High,25,29.3
1008,8,Fast Food,8,Thu,Low,19,33.2
1097,3,Fast Food,8,Fri,Medium,23,29.6
1087,1,Chinese,19,Sun,Medium,29,48.7
1089,7,South Indian,21,Wed,Medium,20,41.4
1072,5,Indian,15,Tue,Low,11,23.5
1045,6,Indian,14,Thu,High,28,54.2
1086,5,Italian,21,Fri,Medium,12,31.2
1059,7,Italian,15,Sat,High,13,36.4
1004,4,Chinese,20,Fri,Medium,20,35.8
1067,4,Fast Food,11,Fri,Low,22,21.7
1029,4,Indian,13,Wed,Medium,27,45.3
1029,5,Chinese,22,Thu,Medium,27,39.9
1098,2,Italian,20,Fri,High,28,46.5
1098,5,Italian,10,Sun,Low,21,33.7
1028,8,Indian,18,Fri,High,10,33.5
1077,7,Italian,20,Thu,High,15,44.3
1079,8,Italian,15,Wed,High,12,37.3
1087,7,South Indian,11,Fri,Medium,26,42.4
1044,6,Fast Food,10,Tue,High,12,24.0
1090,3,Italian,11,Mon,Medium,10,22.4
1004,5,South Indian,13,Sat,Low,12,25.7
1090,5,Chinese,18,Mon,Low,13,20.4
1009,1,Italian,14,Mon,High,15,32.1
1005,7,Chinese,14,Wed,Low,16,37.1
1056,1,Italian,21,Fri,Medium,17,25.2
1096,1,Indian,22,Mon,Low,22,22.8
1084,5,South Indian,19,Mon,Low,13,20.1
1050,2,South Indian,23,Sat,Low,15,22.1
1075,3,Indian,11,Thu,High,20,35.4
1015,3,Fast Food,15,Sun,Medium,10,18.7
1032,8,South Indian,14,Sun,High,17,48.4
1028,7,Chinese,9,Fri,Medium,11,30.0
1022,6,South Indian,20,Fri,High,17,40.8
1017,7,Fast Food,15,Sat,Medium,29,41.5
1059,2,Chinese,16,Thu,Medium,18,26.3
1090,2,Chinese,12,Fri,Medium,13,21.8
1071,3,Indian,22,Sun,Medium,26,39.4
1057,4,Italian,11,Sun,High,16,36.5
1026,1,Indian,23,Tue,Medium,19,22.8
1025,1,Italian,11,Sat,High,14,25.0
1010,3,Indian,20,Wed,High,19,35.4
1045,7,Italian,23,Thu,Low,21,35.5
1083,2,South Indian,11,Sat,Medium,30,41.8
1011,7,Chinese,13,Mon,Low,29,42.3
1077,6,Italian,18,Fri,Medium,15,31.3
1053,4,South Indian,11,Tue,Medium,10,21.5
1072,3,Fast Food,23,Sun,High,12,23.2
1068,1,Indian,14,Tue,Low,16,29.6
1095,5,Fast Food,14,Wed,Low,20,24.6
1028,7,South Indian,12,Sat,Low,21,34.5
1075,2,Fast Food,20,Tue,Medium,18,16.9
1065,5,Fast Food,12,Sat,High,10,27.0
